unique_id,title,cluster
ID_91,create non root docker image feature,235
ID_92,feature android api supported,485
ID_93,implement sarif format report export,153
ID_94,mobsf labels custom android permissions unknown permissions dangerous,138
ID_95,contributing integration library detection analysis mobsf,170
ID_97,use multiple devices dynamic testing,477
ID_98,lack ability view source browser cases upstream enlighterjs bug fixed,262
ID_99,nonetype object subscriptable,15
ID_100,feature dynamic analysis apk install error disable verification apk adb install,485
ID_101,feature provide setup py proper installation linux distro packaging,92
ID_102,program killed reason specific apk file,454
ID_103,daily weekly monthly auto remove uploaded apk feature,337
ID_104,user login basic login feature,25
ID_106,feature dynamic analysis prebuilt docker image,485
ID_107,use extension get file type,466
ID_108,feature new api method search dynamic analysis static analysis hash,485
ID_109,web ui elements overlap spread afar mobile big screen,373
ID_110,support running physical android device nfc pen testing,69
ID_111,feature consider changing warning janus vulnerability,56
ID_112,feature update niap verification latest requirements,346
ID_113,feature problem android permission,138
ID_114,staticanalysis allow different source paths android studio using zip format,485
ID_115,feature expose android dynamic analysis rest apis,485
ID_116,ipa static analysis failure,485
ID_117,feature android static analysis improve search urls,485
ID_118,download apk,485
ID_119,recent scan page feature,26
ID_120,astrings feature,371
ID_121,support android app bundles,485
ID_122,xapk packages supported,324
ID_123,feature mobsf sast support github actions gitlab ci cd,412
ID_124,adb root return error avd mobsf running computer,217
ID_125,proxy detection bypass ios anndroid,188
ID_126,add numbers reference static analysis pdf report,445
ID_127,support wkhtmltopdf,82
ID_128,add restapi interface,259
ID_130,feature dynamic analysis ios apps utilizing jailbroken iphones,485
ID_131,feature android signer certificate status v scheme marked good,323
ID_132,feature update scan response documentation,366
ID_133,feature add memory dump feature mobsf,485
ID_134,feature api support android studio emulator dynamic analyzer,485
ID_135,error window,100
ID_136,feature allow users use runserver,304
ID_137,feature show dynamic analysis window apk installation failure,485
ID_138,security insecure default bind,101
ID_139,reporting add scan date first page report,445
ID_140,feature zip source code analysis relax zip format,485
ID_141,feature add app compare method rest api,445
ID_142,feature integrate something similar pidcat see logs dynamic analysis,485
ID_143,feature indicate nsthirdpartyexceptionallowsinsecurehttploads allows insecure http loads indicated nsexceptionallowsinsecurehttploads,346
ID_144,feature redo mobsfy mobsf update,138
ID_145,feature koodous api integration vote upload,445
ID_146,feature reduce size docker image,235
ID_147,feature code qa based lgtm,485
ID_148,feature update search expressions used match android apis,485
ID_149,feature specify versions data sets used,477
ID_150,feature provide codes simplified classification issues,410
ID_151,feature fix pie false positive,443
ID_152,feature permission com google android c dm permission receive,138
ID_153,first time mobsfy failure,192
ID_154,feature continue analysis apkid failiure,346
ID_155,ios ats check bug ipa shared offline,108
ID_156,frida error dynamic analysis read property null,334
ID_157,dynamic analyzer first run error due absence certificate,78
ID_158,ip address disclosure issue,50
ID_159,ipa binary work jtool,41
ID_160,windows vm setup failing bug autostart code,366
ID_161,feature check iscleartexttrafficpermitted set true network security config file,337
ID_162,ats check missing exception domain level checks,365
ID_163,save html,481
ID_164,assets car parser,182
ID_165,feature properly handle multi part apk files apx,10
ID_166,kubernetes chart,391
ID_167,feature improve android string detection logic,493
ID_168,feature better handling info plist files ios source,485
ID_169,feature docker tag versioning,235
ID_170,feature better pdf reporting,445
ID_171,feature ios source support swift source code analysis,485
ID_172,feature ios ipa support url email extraction,485
ID_173,feature return zip type rest api,445
ID_174,use genymotion combination docker deployment,110
ID_175,feature make get app name search localizations xml app name found strings xml,81
ID_176,feature improve binary analysis regex,485
ID_177,feature add authentication method,62
ID_178,use android studio x emulator dynamic analyzer feature,485
ID_179,marking vulnerability false positive,354
ID_180,allow csv export findings feature,169
ID_181,feature mobile security api framework mobsf within misp project ioc indicator compromise,221
ID_182,feature scanning git repository,215
ID_183,feature support swift,485
ID_184,feature optimize directory structure downloaded zip files,460
ID_185,feature rest api mobsf,445
ID_186,feature disable global proxy dynamic analysis,485
ID_187,feature add check usescleartexttraffic,62
ID_188,reading code signing certificate error depreciated function used master branch,328
ID_189,integrate sonarqube,106
ID_190,need solve problem,190
ID_191,feature add button redownload apk mobsf,445
ID_192,feature sortable tables,7
ID_193,feature export application permissions xlsx,445
ID_194,feature dark mode,303
ID_195,oserror errno invalid argument dynamic analysis windows mobsf v,170
ID_196,feature want scan multiple apps,424
ID_197,need information mobsf performance improvement,394
ID_198,urls convert links lower case,386
ID_199,nonetype object support item assignment,458
ID_200,feature improve security scoring apps,485
ID_201,feature general report pdf page loads additional js file executed,445
ID_202,feature customizable report,445
ID_203,update available notification updating,288
ID_204,possible dynamic testing docker,191
ID_205,pie fpic binary detection seems outdated broken,497
ID_206,add documentation readme,14
ID_207,feature add jadx support,290
ID_208,signer certificate check apk verified using scheme version v v v v,62
ID_209,feature migrate virtualenv venv,235
ID_210,feature show time according system timezone setting,208
ID_211,bug malware analysis always good suspicious url apk,62
ID_212,apk source code download option,485
ID_213,feature support high android version dynamic analysis,485
ID_214,docker build linuxuprising ppa longer available,235
ID_215,windows waitress syntax incorrect launch,154
ID_216,play around error popped,39
ID_217,would good mobsf analyse socket traffic sniff data like http traffic,133
ID_218,update vm configuration documentation host network setup instructions,366
ID_219,getting corrupted pdf report mobsf rest api case zip souce code file,445
ID_220,get static files casued static url setting error,39
ID_221,mobsf unable perform static scanning ios ipa swift based application,485
ID_222,feature request ios static analysis runtime manipulation checks,485
ID_223,error api v report json,153
ID_224,feature request api call return list scans,7
ID_225,support detection hardcoded sensitive information oauth client secret,292
ID_226,feature request nsfileprotection ios,485
ID_227,exception resolving variable exp template general error html,482
ID_228,feature request,485
ID_229,recent scans scan time,26
ID_230,mapping key found rules,156
ID_231,cert parser fails inside docker,251
ID_232,play around error popped one many plist files json format,39
ID_233,recommended remove strings ios api response results,52
ID_234,api code coupling pdf report json high,445
ID_235,feature request detect firebase urls,219
ID_236,enhancement different static results,272
ID_237,headless mode android x ova,355
ID_238,false negative android x found elf built without stack protection,125
ID_239,error reported scanning package time,344
ID_240,plist analysis py line,485
ID_241,api cors issue,429
ID_242,field name api report response wrong,59
ID_243,dynamicanalyzer execute custom command fails,226
ID_244,regression move pywebproxy capfuzz,480
ID_245,enhancement support armeabi v armeabi v x,429
ID_246,java version error windows environment change version version,176
ID_247,mobsf finding directory traversal hard coded credentials issues intentionally vulnerable mobile application,221
ID_248,analyses missing switching min sdk,358
ID_249,permission com google android c dm permission receive unknown,138
ID_250,get icon function error,387
ID_251,upstream proxy variable used,459
ID_252,play around error popped sequence index range,498
ID_253,icon analysis get icon function attempting use adb linux,387
ID_254,api web interface,256
ID_255,add vt support windows binaries,181
ID_256,support android version,485
ID_257,signer certificate incorrect status,323
ID_258,dockerfile showing error icon fetching code,358
ID_259,possible bug enhancement needed mobsf certificate signing,297
ID_260,android static analysis test request,485
ID_261,https traffic going proxy,304
ID_262,static analysis rules android,485
ID_263,settings skip classes working windows,337
ID_264,pdf report scales screen resolution,112
ID_265,static analysis malware check false positive,492
ID_266,android x found elf built without stack protection question,125
ID_267,adding option dynamic analysis wired adb instead wifi adb,232
ID_268,application transport security ats check ios apps gives wrong results,314
ID_269,detect report android app allowed loaded plugin,445
ID_270,static regex needed,485
ID_271,detect vulnerable javascript libraries hybrid mobile apps,424
ID_272,syntax issue print,34
ID_273,config py used use home needs updated background,41
ID_274,enhancement delete option recent scan list,6
ID_275,cfr upgrade,273
ID_276,static analyzer rules android,485
ID_277,config py error,461
ID_278,export pdf,277
ID_279,class dump ios apps written swift,465
ID_280,check vm date,346
ID_281,ipa analyzer error,485
ID_283,safe browsing api mobsf,420
ID_284,windows app binary analysis error,387
ID_285,mobsfy uses bit adb,258
ID_286,using duplicate variables,28
ID_287,runserver win python,471
ID_288,fr integrate android unused permission flag yes permission table,138
ID_289,missing shebangs,70
ID_291,investigate see bug,60
ID_292,windows static appxbundle,293
ID_293,support diffing remove false positives report missed vulnerabilities,59
ID_294,feature request export details excel format,7
ID_295,unicode bugs fix,8
ID_296,auto check latest version,346
ID_297,error uploading source code nonetype object iterable,261
ID_298,false posivitives related code analysis,492
ID_299,error reading code signing certificate,328
ID_300,error reading code signing certificate c mobsf staticanalyzer views py line args settings java path java jar cp path certfile local variable certfile referenced assignment,135
ID_302,android n support,344
ID_303,replace adb adb android python module,399
ID_304,use github releases vm,9
ID_306,investigate hook,166
ID_307,python path spaces windows systems,341
ID_308,update libs possible,366
ID_309,error file format supported,481
ID_310,certficate unpinning,307
ID_311,suggestion active clipboard monitoring dynamic analysis,191
ID_312,import name filewrapper support django,320
ID_313,make mobsf kali compatible,299
ID_314,dynamic analysis restart vm reconnenct,485
ID_315,android list contents lib,179
ID_316,enc add graphs reports,219
ID_317,android pulling apps device,57
ID_318,mobsfy within scripts automation,268
ID_319,use home test,352
ID_320,static analyzer security scoring app,485
ID_321,adding apps via playstore links directly,273
ID_322,keeping mobsf date,394
ID_323,dynamic analyzer hooks,485
ID_324,framework moving setting file outside gitcode,222
ID_325,framework giving already existing tools precedence,390
ID_328,android permission mapping,138
ID_329,dynamic analysis enhacement,485
ID_330,android static analysis test suite,485
ID_331,data storage outside code repository directory,496
ID_332,filename extension bugs,217
ID_333,dynamic analysis error,485
ID_334,api fuzzer bug replace codecs io,420
ID_335,ios ptrace api recommendation present,410
ID_336,start real device,138
ID_338,pdf generate deal chinese charactors rightly,101
ID_339,api fuzzer enhancements,420
ID_340,android dynamic analysis,485
ID_341,suggestions,371
ID_342,enhancement malware check url domain ip,62
ID_343,upgrade justtrustme,470
ID_344,errno file directory,100
ID_345,jni libs identified correctly,323
ID_346,config remove google code static code analysis,52
ID_347,file read write permission also use integer values,449
ID_348,ios add ios static source code analysis,485
ID_349,think bug,269
ID_350,make proxy run without installing root certificate,235
ID_351,add android static code analysis,485
ID_352,dynamic analysis http request headers logs,485
ID_353,try jadx,251
ID_354,static analyze ipa show file format supported,485
ID_355,dynamic analysis post getenv response code,485
ID_357,feature request ci support added,483
ID_358,play around error popped,39
ID_359,error operation failed could find load main class com googlecode dex jar tools dex jarcmd,210
ID_360,image repo,383
ID_361,ioerror staticanalyzer ios,105
ID_362,error extracting strings apk,307
ID_363,case strong binary failure message clear self exploratory enc,142
ID_364,nice error handler binary unable reverse,242
ID_365,email panels bifurcate invalid file type like image files etc,231
ID_366,report download error,481
ID_367,activity shared permission however framework shows wrong result,14
ID_368,manifest analysis exported activites displayed report,445
ID_369,manifest analysis popup activities wrap text,79
ID_370,feature request identify application calls methods log class,448
ID_371,unicode decoding error framework goes infinite loop,85
ID_372,progress bar render ff ie,123
ID_373,add release tags please,182
ID_374,files readme,158
ID_375,suggestion add one summary box postive findings,62
ID_377,rules ios application source code analysis,485
ID_378,ipa file support dynamic analyzer working,485
ID_381,ui needs adjusted reporting content gets table view,262
ID_384,search pane work,300
ID_385,code cleanup,154
ID_386,download dynamic analyzer vm,485
ID_387,details vm used,118
ID_388,list python modules used,243
ID_389,diffscan fixes error using cache scan,6
ID_390,different scan fingerprints different full scan fingerprints,344
ID_391,improve ci cd example management,412
ID_392,different scans changes produce empty report,6
ID_393,large projects language detection take long time,417
ID_394,improve gitlab action integration,412
ID_395,allow maximum scan time specified,61
ID_396,use cached data different scan,6
ID_397,segfault sha resolution fails,139
ID_398,flag disable progress bars,33
ID_399,magic comment stopped working,391
ID_400,reports add cached data used code changes detected unexpected use force force scan,6
ID_401,data sent cloud info messages always shown,411
ID_402,generate autocompletion script zsh bash fish,45
ID_403,add bearer ignore pull action,181
ID_404,add false positive flag bearer ignore add,181
ID_405,improve security scan output partial language supported deceptive users,348
ID_406,proces hang running diff base branch file change,57
ID_407,handle ignored fingerprints cloud,98
ID_408,flag fail certain severity levels,9
ID_409,failed send data bearer cloud unable calculate metadata exit status,330
ID_410,bug data classification issue,92
ID_411,saas report sends empty file list cli scan run cache,6
ID_412,improve ignore managment,355
ID_413,different scan,6
ID_414,include warnings count html report summary,153
ID_415,use location github download rulesets,264
ID_416,provide warning excluded fingerprint outdated,136
ID_417,easily reverse engineer fingerprint explain mode,347
ID_418,add fingerprints html sarif format,153
ID_419,cached data warning showing security report,6
ID_420,allow failures without exiting error code,261
ID_421,bearer detects cwe even disabling x powered header,98
ID_422,scan profiling,61
ID_423,request list rules c,245
ID_425,use known compatible rules,158
ID_426,warning rules downloaded,194
ID_427,rules scan hang seconds,20
ID_428,activate rules specific version library,429
ID_429,importing devise passwords controller scan detects hard coded password,193
ID_430,separate data classification privacy sast,470
ID_431,bare urls seem classifed internal service default instead external service,401
ID_432,tests fail locally parallel flag default,464
ID_433,support reviewdog diagnostic format security report,153
ID_434,add data types findings saas report,6
ID_435,multiple results returned query error,231
ID_436,add feedback data sent cloud api key provided,156
ID_438,improve pattern joining logic,287
ID_439,docker alpine linux load processing worker,383
ID_440,build github action config guide action yml,412
ID_441,finding fingerprint always calculated correctly,456
ID_442,cli reports javascript express reduce fingerprint wrongly,225
ID_443,migrate recipes classification repository,436
ID_444,provide way convert json output html,153
ID_445,provide flag,210
ID_446,rules always downloaded repo contains non rule supported file types html css txt,226
ID_447,launch sigserv,40
ID_448,privacy report list data types detected,6
ID_449,rule caching broken switching projects different languages,339
ID_450,passing option displays help,204
ID_451,possible glibc issue x linux systems,166
ID_452,docs layout shift bug low results empty searches,207
ID_453,java language support,14
ID_454,new flag env var disable version check,115
ID_455,js express sql injection rule ignores method chaining,493
ID_456,rule flag working js rules,194
ID_457,change failure terminology finding,126
ID_458,add support import js ts,168
ID_459,add support optional datatype,82
ID_460,improve http insecure rules js ruby,194
ID_461,incorrect classification method calls,300
ID_462,doc add diagram bearer workflow displaying,181
ID_463,fix nil pointer exceptions typescript javascript files,472
ID_464,deduplicate detector vulnerabilities line number,392
ID_465,docs bug owasp top header shows rules corresponding owasp id,194
ID_466,rule false positive,72
ID_467,error message loading bearer yml recieved trying load config file,461
ID_468,bearer scan main causes panic,109
ID_469,severity calculation local data type vs global data type,330
ID_470,add rails sql injection rule,493
ID_471,docs bug owasp links working,194
ID_472,combine similar http insecure communication ruby rules,194
ID_473,docs github action example uses hardcoded version,412
ID_474,improve rules,194
ID_475,add support ignoring fingerprints config file,155
ID_476,blank values arguments unexpected behaviour,228
ID_477,docs show dataflow report,187
ID_478,docs adding upgrade instruction,115
ID_479,bug config file longer loaded automatically,155
ID_480,load rules external repository,194
ID_481,skip rules code comments,19
ID_482,display rules processing per language,449
ID_483,report outdated version user,481
ID_484,using passwordless authentication,62
ID_485,rule gets triggered twice password length requirement short cwe,277
ID_486,improve ruby hardcoded secret rule,194
ID_487,docs improve js rule remediations,194
ID_488,handle minified js files better,47
ID_489,improve trigger rule better deal datatype,109
ID_490,change way manage severity,486
ID_491,documentation absence trigger,394
ID_492,bufio scanner token long error running detectors,461
ID_493,ruby lang hardcoded secret hash match hash line matched password line,177
ID_494,ruby lang hardcoded secret matches empty string,177
ID_495,rules progress bar appears twice,359
ID_496,auxiliary rules matching js destructured assignment,433
ID_497,false positives data type detections,13
ID_498,ruby rules run non ruby repository,194
ID_499,add relevant libraries rule metadata,290
ID_500,top owasp rules js,194
ID_501,display cwe summary instead dsr,359
ID_502,slow startup time,417
ID_503,top owasp rules ruby,194
ID_504,summary scan runs rules language specific,180
ID_505,documentation able install curio ubuntu instructions given,199
ID_506,improve external rule error messages,367
ID_507,add ts support,168
ID_508,warning level failures show bottom report,187
ID_509,bad mapping rules data category,156
ID_510,external rule dir flag fails combining syntax path,341
ID_511,remove placeholders dsrs dsr id provided,158
ID_512,custom rules link docs,156
ID_513,docs sitemap including rule page gitleaks,194
ID_514,improvement rules list display terminal,179
ID_515,privacy report top level keys cased correctly,187
ID_516,severity respected json output summary report,153
ID_517,write js rules,433
ID_518,broken link rules documentation pages v,156
ID_519,rule ruby rails default encryption causes rule evaluate correclty cases,294
ID_520,links curio policy reference dead policy report,112
ID_521,symlink causes issues scanning,367
ID_522,send sensitive data analytic environnements,89
ID_523,incorrect calculation rule failure severity,29
ID_524,output summary skipped files,215
ID_525,log slow patterns,194
ID_526,add warning level severity,342
ID_527,add flag show violations given criticality,187
ID_528,review improve results returned gitleaks,314
ID_529,improve excerpt,56
ID_530,cache tracking files states non git directory,496
ID_531,better successful output rules next step cta,429
ID_532,add validator yaml rules,348
ID_533,let user know cli rescan using cached data,6
ID_534,false positive cr secrets leak,492
ID_535,scanning directory git repo throws error,496
ID_536,error scanning empty directory,496
ID_537,hardcode worker config,155
ID_538,hardcode worker config,155
ID_539,performance test new detectors,348
ID_540,streamline exports,324
ID_541,cr browserslistrc false positive,243
ID_542,privacy report,187
ID_543,file symlink causes curio error,367
ID_544,non supported language policy output suggests non working command,226
ID_545,improve dataflow report command helper,187
ID_546,classify google api,308
ID_547,increase detections third party loggers,434
ID_548,enhance policy output variable policies,112
ID_549,provide github action,477
ID_550,add policy secret leaking,421
ID_551,support installation via common linux package managers,92
ID_552,cached detections reused binary killed,479
ID_553,option check policy existence,7
ID_554,encrypted cookies detected,469
ID_555,false positives rails jwt custom detection,446
ID_556,rails cookies session custom detections report unique identifiers policy breaches,386
ID_557,option workers respected,385
ID_558,extend ruby file custom detection cover io open,497
ID_559,wrong sha publishing release homebrew tap,102
ID_560,empty scan results displayed properly,6
ID_561,curio run vanilla cloudlinux centos debian vanilla setup install script missing libs,199
ID_562,execute curio ubuntu without sudo permission,108
ID_563,build docker image,235
ID_564,update goreleaser config announces,451
ID_565,show report application missing encryption,187
ID_566,allow prefix marked encrypted sql detections,373
ID_567,rework config file,155
ID_568,ignored git folders file scanned,147
ID_569,add support homebrew,290
ID_570,unclear timeout file second per bytes description,5
ID_571,ci hangs running unit tests,464
ID_572,tests fail openjdk version newer x,235
ID_573,cwe sans top,292
ID_574,filter configuration silently ignored,475
ID_575,following classes needed analysis missing void,241
ID_576,missing commons codec library,395
ID_577,scanning kotlin work gradle plugin,145
ID_578,http parameter pollution false positive uribuilder httpclient,228
ID_579,improper handling unicode transformations,340
ID_580,sql injection find bugs code,493
ID_581,add support sort v findsecbugs sh,176
ID_582,java deserialization vulnerability discovered,358
ID_583,emptystackexception error,461
ID_584,runtimeexception processing static method,23
ID_585,false positive spring jdbctemplate sql injection,245
ID_586,detect hardcoded password ssh private key,177
ID_587,error missing bug code keysecema findsecbugs,180
ID_588,incompatibility spotbugs,150
ID_589,detect pebble template library,46
ID_590,findsecbugs sh windows line breaks,176
ID_591,unsupported class file major version,414
ID_592,fix code coverage badge ci task,358
ID_593,support com google common escape escaper sanitizer,69
ID_594,integration ant script,291
ID_595,new sink groovy script injection,46
ID_596,,72
ID_597,remove hard coded metadata findbugslauncher buildfakepluginjar,48
ID_598,springentityleakdetector throw npe,342
ID_599,add pathtraversalsinks java nio file files api,168
ID_600,detect authorisation missing requestmapping,52
ID_601,path traversal detection,446
ID_602,findsecbugs sh script errors,176
ID_603,jsp filename line information missing,256
ID_604,working intellij,61
ID_605,detect entity objects returned controllers spring,103
ID_606,version mismatch findsecbugs cli sh script,176
ID_607,weak permissions chmod,339
ID_608,test coverage command injection kotlin,356
ID_609,secrd redos false negative javax validation constraints pattern,465
ID_610,always prompt timeout use version,173
ID_611,apache xml rpc setenabledforextensions true,25
ID_612,ecies integrity false positive,400
ID_613,possible bug deserializationgadgetdetectortest,297
ID_614,detect spelview spel injection,46
ID_615,false positive xss expression language pagecontext request contextpath,245
ID_616,false positive struts form validation issues actionforms proper validate method,24
ID_617,kotlin support hardcode password,102
ID_618,path traversal flase positive static final variable,175
ID_619,failed build find sec bugs,241
ID_620,smtp header injection,289
ID_621,insecure saml configuration spring,197
ID_622,findbugs findsecbugs problem using maven,414
ID_623,error executing finsecbugs sh ubuntu,8
ID_624,error resource found java lang object class java,227
ID_625,nullpointerexception googleapikeydetector visitclasscontext,279
ID_626,fileitem getname new source xss servlet,46
ID_627,new rule detect information exposure printstacktrace,46
ID_628,detect cwe sink javax servlet http httpservletresponse setheader,46
ID_629,false positive xss using owasp taglib,245
ID_630,documentation remove taint variable,205
ID_631,detect hardcode password hash based variable name,177
ID_632,identify xss servletoutputstream print,144
ID_633,internal enable assertions building using find sec bugs,241
ID_634,images gradle configuration documentation page show please update account,366
ID_635,add paths get source path traversal,83
ID_636,permissivecorsdetector throws npe,294
ID_637,ognl injection,448
ID_638,resolve scala play server side request forgery ssrf,161
ID_639,android sql injection,493
ID_640,generalize configuration properties hard coded password,193
ID_641,reduce false positive path traversal,446
ID_642,new rule detect https connections weak ssl tls protocol,46
ID_643,bounds mutables assertion trigged,11
ID_644,getting find bug option,155
ID_645,detect commons lang random utilities,177
ID_646,crlf injection cwe detect request body parameters jax rs applications,46
ID_647,turbine sql injection,493
ID_648,force encoding utf windows generating micro website,69
ID_649,detect hardcoded password unknown api,177
ID_650,freemarker description fix,494
ID_651,malicious deserialization ldap entry,169
ID_652,detect template usage template injection,46
ID_653,reduce number fp related trust boundary violation,70
ID_654,fp sending local broadcasts via localbroadcastmanager,486
ID_655,changes taint analisys engine scala classes,135
ID_656,xss portlet,464
ID_657,set findsecbugs taint customconfigfile gradle,440
ID_658,false positive resourcebundle jsp,243
ID_659,identify weak xml parser properties could lead xxe,247
ID_660,scala xss twirl template,46
ID_661,scala xss play controller,46
ID_662,new rule use setescapemodelstrings wicket project,14
ID_663,bounds mutables static myclass clinit v,32
ID_664,memory leak tests,135
ID_665,test failure invalid vna location,464
ID_666,xml parsing vulnerable xxe xmlreader shortage,55
ID_667,detect deserialization gadgets,46
ID_668,find sec bugs sonar scan scala bytecode,241
ID_669,java util concurrentmodificationexception analysis,72
ID_670,find sec bugs always claims following classes needed analysis missing enums,241
ID_671,custominjection issues,136
ID_672,false positive asn inputstream identify objectinputstream,24
ID_673,new rule xslt processing detection,46
ID_674,findsecbugs plugin crash intellij,230
ID_675,documentation add table contents bug patterns page,366
ID_676,dev internal validate configuration files automatically,89
ID_677,play framework demo,391
ID_678,new rule scala command injection,46
ID_679,new rule unvalidated redirect play framework,46
ID_680,new rule additional coverage predictable random generator scala,46
ID_681,new rule detect weak hostnameverifier,46
ID_682,migrate old xss detector new taintdetector mecanism,46
ID_683,support alternative bytecode setescapexml false jsp weblogic appc,181
ID_684,dev internal dsl intuitive method matching,370
ID_685,new rule missing httponly flag cookie,14
ID_686,xxe coverage,420
ID_687,new rule trust boundary violation,46
ID_688,taint analysis add taint parameters annotate requestparam pathvariable,444
ID_689,fix code bloc description multiples bug patterns jsp include jsp spring eval jsp jstl,368
ID_690,new rule el expression injection,46
ID_691,new rule xss detector using taint detector approach,46
ID_692,hard coded keys false positive loading bytes fileinputstream,59
ID_693,detector external control configuration cwe,46
ID_694,detector crlf injection logs cwe,46
ID_695,detector http response splitting,353
ID_696,description weak digest need update,394
ID_697,new rule jstl escapexml false,342
ID_698,path traversal false positives,446
ID_699,error scanning scala code intellij,367
ID_700,improvements jsp support,168
ID_701,add taint sinks xpath injection,493
ID_702,missing taint sinks ldap injection,493
ID_703,new rule detect dynamic jsp includes,14
ID_704,standalone command line tool scan jars without source,116
ID_705,better support collections,146
ID_706,consider inheritance method summaries,88
ID_707,path traversal xpath injection detectors use taint analysis,493
ID_708,refactor injection detectors,493
ID_709,runtime exec methods taint sinks,444
ID_710,parametric taint state changed used argument unknown method,274
ID_711,add coverage ldap injection,493
ID_712,improve detection weak message digest,142
ID_713,improve detection use old ciphers,493
ID_714,insecure cookie,264
ID_715,bad method summaries derived complex flow,370
ID_716,invalid taint modifications local variables loaded method summary,28
ID_717,taint transfered chained call stringbuilder append,435
ID_718,many iterations bug,38
ID_719,dev internal debug info taint value allow troubleshooting stack,84
ID_720,issue constructor list array parameter command injection detection,228
ID_721,fix des detection,234
ID_722,entitymanager createquery trips secsqlijpa even safe usage,98
ID_723,spring jdbc api,420
ID_724,jdbc api coverage,420
ID_725,remove slash xxe short message,269
ID_726,clarify informational log message custominjectionsource properties,10
ID_727,iv generation verified encryption mode,86
ID_728,false positive static iv using cipher getiv,68
ID_729,issue aes cbc error detection static iv implementation,39
ID_730,detector hard coded spring oauth secret key,220
ID_731,new rule seam logger usage could lead remote code execution,297
ID_732,new rule detect spring eval jsp taglib,368
ID_733,xxe bug patterns update,366
ID_734,add cwe references messages missing,132
ID_735,create tutorial intellij ide,447
ID_736,create japanese page micro website bug patterns,194
ID_737,xxe reader false positive,243
ID_738,netbeans tutorial,477
ID_739,update documentation sonar qube,366
ID_740,fix urls messages xml,247
ID_741,custominjectionsource properties found,155
ID_742,add release notes,182
ID_743,issue mvn findbugs gui,60
ID_744,new android security detectors,348
ID_745,support java upgrade findbugs higher,189
ID_746,add supports new url specification bug reference,62
ID_747,new rule detect ssl disabler java scala implementation,46
ID_748,move command injection main injection detector mecanism,46
ID_749,higher priority injections,166
ID_750,remove esapi references messages,132
ID_751,methodunprofitableexception throwing could suppressed,469
